,,,,,,,,,,,,
,"Everything you perceive while this blessing is active is permanently recorded in a deep part of your memory. Depending on the specificity of the information, you need between one to five minutes to recover any information you would not normally remember. You can only recover special memories while this blessing is active. Reading books engraved in your memory from flipping quickly through their pages takes as much time as reading them normally. Once you find a specific book or text you read or heard, you can go through it and recite it with no issue. Spell pages must be found one at a time (with a usual search time of one minute).",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Learn,,,,,,,,,,,
,God:,Aka,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"You can pray 15 minutes inside of any building or 45 minutes inside of any city to obtain information about it. This applies to both areas in use and long lost ruins. At the end of your prayer, you are able to recite or draw
a simple map of the structure, a complete history of its inhabitants, economy, purpose and major events, the location and nature of any strategic or structural weaknesses, the existence of secret passages or traps and the location of the most obvious ones.",,,,,,,,,,,
,,,,,,,,,,,,
,Teach,,,,,,,,,,,
,God:,Aka,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"You can give a 3 hours class about a subject or technique you know well to impart magically inhanced mastery of that thing to your students. You can teach up to 5 people per Intellect point this way. The effect lasts until this blessing ends. Imparting different knowledge or imparting it to different people requires refreshing this blessing. With this effect, select a skill you have at least one Level in, a dialect you speak, a mastery or an advancement you have or a spell you know. If you chose a spell, your students know it for the duration. If you chose an advancement, your students who have the necessary masteries and advancements gain it for the duration. If you chose a mastery, your students gain it for the duration. If you chose a dialect, your students speak it for the duration. If you chose a skill, your students' score of that skill go up to yours for the duration.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,The Library,,,,,,,,,,,
,God:,Aka,,,,Base Morale Requirement:,,,30,,,
,Blessing awarded to Oracles,,,,,,,,,,,
,"In every institution of knowledge, science or teaching, there is a door that can only be found by people that keep this blessing active. It leads to Aka's Great Library. That library is gigantic and contains well organised sections including all books written by Men or Fae. The Keepers will not let you stay for other purposes other than perusing it or hiding from persecution for scholarly work and will be reticent to you bringing people inside. They can be bargained with for guidance in the library or flexibility with the rules. Additions of new commentary on books about subjects in your scholarly expertise can be good bargaining chips.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Okleo Blessings,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Gemtools,,,,,,,,,,,
,God:,Okleo,,,,Base Morale Requirement:,,,10,,,  
,Blessing awarded to Acolytes,,,,,,,,,,,
,"When you try to make any act of Crafting, beautiful gold and gemstone tools appear in your hands. They are always the exact right tools for the job, reducing the difficulty of specialized Crafting rolls by 1. They vanish whenever you drop them.",,,,,,,,,,,
,,,,,,,,,,,,
,Fortune,,,,,,,,,,,
,God:,Okleo,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"After you make any roll, you can reroll one of the dice of that roll.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Cleanse,,,,,,,,,,,
,God:,Okleo,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"While you wash and groom someone with a contagious illness, an infection or someone afflicted by poison, you are not at risk of contagion and the effects of their affliction is suspended for up to 60 minutes (refreshing every day). After washing someone for 20 minutes with with fine soaps and fragrant oils of an approximate value of 200 tetrons or more, you may sacrifice this blessing to cure them a single natural disease or toxin or have a chance of curing some magical diseases or toxins.",,,,,,,,,,,
,,,,,,,,,,,,
,Vivid Art,,,,,,,,,,,
,God:,Okleo,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"When you paint or sculpt the likeness of a creature real or imagined then place it on display, it animates. The creature created stays animated until it is destroyed or moved from its original display location or when you would have more than seven animated creatures. It can't move away, but statues can attack, grab or manipulate objects. All animated creatures, painted or sculpted have senses similar to humans, can talk, are intelligent and loyal to their creator. They will follow instructions you give them to the best of their ability. The base number for all Attributes they have (except Size) is 2, 3, 4 or 5, depending on their quality (bad, good, great and masterful) and they have +2 in two of them, depending on their nature. Their Size is determined by their actual Size. When sculptures attack, they do so with the weapons sculpted with them. They can take two actions per turn and can only make one reaction attack per round. They have no Stamina and use no proactive defenses. They can do all sorts of manual work for you but they don't have any special knowledge and no Level in any skill.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Lay on Hands,,,,,,,,,,,
,God:,Okleo,,,,Base Morale Requirement:,,,30,,,
,Blessing awarded to Oracles,,,,,,,,,,,
,"While this blessing is active, you gain a reserve of dices of healing that you can spend by touching a creature. Each dice spent is rolled and its result gives back that much Health the creature. Spending any number of times uses one tempo. For every six points healed at once, the part of the body touched reduces its Wound level by 1. The dice pool vanishes when you lose this blessing. To accumulate dice in the reserve, you must pray for them while this blessing is active. For each 15 minutes of prayer, you accumulate 1D of Healing.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Athalea Blessings,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Word of the Law,,,,,,,,,,,
,God:,Athalea,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"You know all the laws, regulations and the whole legal protocol that apply where you are. You know the name and the powers of all the major political figures of the area. You gain +2 to Charisma when interacting with rulers, judges and law enforcement and you can converse with them regardless of language.",,,,,,,,,,,
,,,,,,,,,,,,
,Spirit of the Law,,,,,,,,,,,
,God:,Athalea,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"When you witness someone breaking the law, you may name their crime out loud and command them to surrender in the name of Athalea in a language they understand. If they don't surrender or break their surrender within 15 minutes, a golden crown appears over your head, hovering. You can freely move 6 meters each turn toward them by hovering yourself. You can freely summon a golden spear out of thin air. Your attacks and combat maneuvers against that person get a +2 bonus. You ignore all mental magical effects that would prevent you from pursuing them. You gain a new wrestling action against them: ""Arrest"". On a critical failure, they get a free wrestling action against you. On a great failure, regular failure or a match, nothing happens. On a success, you summon a golden chain and manacles that tie their hands and feet together. This effect lasts until they are arrested, killed, have been out of your sight for more than 5 minutes or you no longer believe they are guilty of a crime. When that effect ends, if they got away, you receive 3+3D Morale damage by feeling Athalea's disappointment.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Sanctum,,,,,,,,,,,
,God:,Athalea,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"You can mentally define a sanctum (any well deliniated area you can see fully from where you stand) and start praying. While you pray, a golden halo appears at the limits of your sanctum. All creaturs inside receive a bonus of +2 to all defenses against attacks and magic effects coming from outside. All doors, walls and other obstacles have the difficulty of rolls made to break, climb, destroy or bypass them augmented by 3. The first enemy creature that enters the sanctum is hit by Athalea's Smite (15D+15 internal damage).",,,,,,,,,,,
,,,,,,,,,,,,
,Reinforcements,,,,,,,,,,,
,God:,Athalea,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"When you know the State that rules over where you are is being attacked, you may sacrifice this blessing to bless an archway or corridor inside a fortification. It now leads (one way) to the nearest allied fortification to the attack until the danger has passed.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Shield of Faith,,,,,,,,,,,
,God:,Athalea,,,,Base Morale Requirement:,,,30,,,
,Blessing awarded to Oracles,,,,,,,,,,,
,"You can deflect attacks simply by raising your hand in front of it and willing it to stop. This is equivalent to always holding a shield in every free hand with the following properties:
Weight: 1 ; Defense: 5 (6 for main hand) ; Special Effects: When your attacker makes a great success, you can choose any zone of your body and forbid it from hitting it.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Dyrephon Blessings,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Prowess,,,,,,,,,,,
,God:,Dyrephon,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"Before attempting an Acrobatics, Athletics, Running, Performance roll or any roll made to act, sing or recite poetry effectively, you may promise Dyrephon you will succeed (in your mind or aloud). If you do so, you gain a +2 bonus to your roll. If the roll ends up not being a 'success' or higher, however, you receive some Morale damage. If the difficulty of the roll was between 1 higher and 1 lower than your skill score (before the bonus), you receive 5D Morale damage. If it was lower than that, you receive 8D Morale damage. If it was higher, you receive only 2D Morale damage. For output rolls (such as Running rolls made to dash), you determine the difficulty and success of a roll by naming in advance a point of success, and foregoing the possibility of using any out your output past that point (for example, you state where you want to end up at the end of your dash, succeed when you get there and can't go farther than that point even if you roll high enough).",,,,,,,,,,,
,,,,,,,,,,,,
,Spectacular,,,,,,,,,,,
,God:,Dyrephon,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"You can choose to speak in a booming voice that is twice as loud and carries twice as far as your normal voice would. The normal instinct of people is to turn toward you and listen when you speak in that voice (but nothing forces them to do so). While using your spectacular voice, you may sacrifice this blessing to create one of the three specific effects:
You can announce the rules and participants of a competition and announce that interfering or cheating will be severely punished by your god. If you do so and all the participants and most of the audience (if there is one) audibly approve or cheer, anyone who cheats or interferes with the competition is hit by Dyrephon's Smite (15D+15 internal damage).
You can announce a performance by an individual or a group, including you, to an audience and introduce the performers. If you do so, any 'great success' result by the performers on any roll for the performance is upgraded to a 'critical success'.
You can invite the crowd to cheer and clap. If you do so, everyone that understands your invitation must make a Wisdom defense against your Influence Level to avoid cheering wildly for 30 seconds with no situational awareness unless interrupted.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Flourish,,,,,,,,,,,
,God:,Dyrephon,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"When you spend a tempo making a short physical performance (weapon flourish, juggling trick, or a dance step) make a Performance, Acrobatics or Fighting roll in accordance with the type of performance you made. Every ally, including yourself, that perceives you doing this regains twice your roll in Stamina and gains a +2 bonus to Resolve for 5 minutes. You can't do this again until you rest long enough to recover your full Stamina.",,,,,,,,,,,
,,,,,,,,,,,,
,Gladiator's Armour,,,,,,,,,,,
,God:,Dyrephon,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"When you fight wearing nothing more than a helmet and you do so covered in a thin layer of olive oil, you skin becomes extremely slippery and your reflexes quicken. You gain +2 to defenses against physical attacks, maneuvers, grab actions and wrestling actions. When you are dealt enough damage to inflict a Wound, you are given the option to make a reaction attack against the source of that damage if it is within your melee range. Flanking does not affect you.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Unending Glory,,,,,,,,,,,
,God:,Dyrephon,,,,Base Morale Requirement:,,,30,,,
,Blessing awarded to Oracles,,,,,,,,,,,
,"If you were to die during a public act of bravery or glory, you may sacrifice this blessing. If you do, you are spared and go back to half your Maximum Health and lose all Wounds. This effect can no longer happen again until you've both won a real victory and spent two weeks with this blessing.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Nuaun Blessings,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Birthing Bed,,,,,,,,,,,
,God:,Nuaun,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"You gain +4 to Science rolls made to help deliver a baby (of any species). While you are attending a birth, you can sacrifice this blessing to fully regenerate the mother, erasing all Wounds and Health damage, do the same to the baby or erase a congenital birth defect of the baby.",,,,,,,,,,,
,,,,,,,,,,,,
,Predator's Senses,,,,,,,,,,,
,God:,Nuaun,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"To your eyes, moonlight is as bright as sunlight. The difficulty of Search and Survival rolls made to find and follow tracks is reduced by 2 for you. You instinctively understand most of the basic communications of animals such as expressions of fear, anger, territory markings and more and always recognize them as such. This offers you a reduction of 1 to the difficulty of most Taming rolls against wild animals and negates the need for many others.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Hunter's Mark,,,,,,,,,,,
,God:,Nuaun,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"Before you attack a living creature, you may spend a tempo offering your target to Nuaun. If the attack deals 3 damage or more, the creature becomes marked. You can only mark one creature at a time. You always know the direction of a marked creature if you are both in Atlas. If they are less than one league away, you also know their distance (more or less 50 meters). When you attack a marked creature, you can ignore the defense bonus given by shields or cover, as well as the one from distance. If your opponent would choose your your hits land, they land on their Chest instead. Shields can't stop you from choosing to hit their Chest. The mark is removed when a new one is applied, when you lose this blessing or when purifying magic is applied to your target.",,,,,,,,,,,
,,,,,,,,,,,,
,Wildkin,,,,,,,,,,,
,God:,Nuaun,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"Plants and small animals see you as their kin and try to help you when they can. Many actions involving plants or small animals have their difficulty reduce by 1 (foraging for fruits, finding tracks in the forest), 2 (hiding in bushes, most acrobatics done with plant matter) or 3 (climbing trees, taming small animals). You can move through most plant-based difficult terrain as if it was 1 level less dense. Most thorned plants don't prick you, poisonous plants and mushrooms try to avoid your hand, etc...",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Divine Huntress,,,,,,,,,,,
,God:,Nuaun,,,,Base Morale Requirement:,,,30,,,
,Blessing awarded to Oracles,,,,,,,,,,,
,"When you shoot with a range weapon at an animal, Nuaun guides your aim. You can use 15 instead of your Aim Score.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Cicean Blessings,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Valuable Instinct,,,,,,,,,,,
,God:,Cicean,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"When you hold a precious item, you know its general market value, its materials, the moment and place of its creation, if it has magic properties (and some vague sense of their nature) and if it is made to deceive people into thinking it is something else.",,,,,,,,,,,
,,,,,,,,,,,,
,Friendly Waters,,,,,,,,,,,
,God:,Cicean,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"You can walk on water as if it were solid, gaining +2 bonus to your Speed. If you want to, water always brings you quickly to the surface, unharmed. Water pressure can't harm you and you can hold your breath twice as long when underwater. You share those effects to people you touch (this repeats in a chain).",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Safe Travels,,,,,,,,,,,
,God:,Cicean,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"When you travel to a location you have visited before, you always know the path, no matter where you are on Atlas. The wind, rain, storms, water flow or waves never hinder you and your companions during your travels, no matter the destination. When you travel by ship or flight, you gain an extra 50% speed by receiving direct help from the winds and water.",,,,,,,,,,,
,,,,,,,,,,,,
,Drowning Grasp,,,,,,,,,,,
,God:,Cicean,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"When you see ocean or river water, you may point a creature up to 10 meters from it as a quick action. A wave surges out and automatically grabs that creature. At the end of your turn it acts with two actions, it makes a wresling roll with 12 dice. On a match, it drags the creature 2 meters, on a success, its 4, then 8 then 12. When under water, its priority action is to restrain, then to choke. Once the creature breaks free, it vanishes. You can maintain two of this effect simultaneously.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Windsail,,,,,,,,,,,
,God:,Cicean,,,,Base Morale Requirement:,,,30,,,
,Blessing awarded to Oracles,,,,,,,,,,,
,"While you hold a large piece of fabric that was once in a ship's sail with both hands, you can fly by guiding the winds to carry you where you want to go.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Toracles Blessings,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Family Values,,,,,,,,,,,
,God:,Toracles,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,"When you talk to a small group of people (maximum of twice your Charisma score) who respect you and tell a story from your family, you can instill a lesson in them. Once, as long as your blessing is active, these people may draw upon that lesson to cancel one hit of Morale damage, gain +2 to a non-violent, non-magical skill roll, ignore most mental afflictions including demoralized and apathetic for 15 minutes or gain a +3 bonus to an Influence or Persuasion roll to convince someone of a course of action. To do so, they must be trying to act according to that lesson. Telling a new story cancels all the previous unused lessons offered to people.",,,,,,,,,,,
,,,,,,,,,,,,
,Harvest,,,,,,,,,,,
,God:,Toracles,,,,Base Morale Requirement:,,,10,,,
,Blessing awarded to Acolytes,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Herd,,,,,,,,,,,
,God:,Toracles,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"You can designate a group of up to 100 livestock animals of the same species, or other docile Size 9 or lower herbivores and gain control of them. They answer your mental commands, but will not become violent or your behalf. Each animal escapes your control individually when physically hurt or whent they get more than 30 meters away from you.",,,,,,,,,,,
,,,,,,,,,,,,
,Pastoral Defense,,,,,,,,,,,
,God:,Toracles,,,,Base Morale Requirement:,,,20,,,
,Blessing awarded to Clerics,,,,,,,,,,,
,"You and your allies gain +2 to attack and defense and your steps leave a trace of healthy grass when you are defending farms, farmers, children or livestock. You and your allies gain +2 to attack and defense and your weapons blast wheat and grain on impact while you are fighting with farming implements. You can affect up to your Wisdom value in allies this way. They can't be more than 30 meters away from you.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Homestead,,,,,,,,,,,
,God:,Toracles,,,,Base Morale Requirement:,,,30,,,
,Blessing awarded to Oracles,,,,,,,,,,,
